"estuary","slopes","ci.up","ci.low","pvals","s.pvals","STATE","DLAT","DLONG","CONDITION","CLASSIFICATION","SUBCLASS","BARRIER_BACKBARRIER","CENTRAL_BASIN","FLUVIAL_BAYHEAD_DELTA","FLOOD_EBB_DELTA","INTERTIDAL_FLATS","MANGROVE","SALTMARSH_SALTFLAT","TIDAL_SANDBANKS","ROCKY_REEF","CORAL","CHANNEL","BEDROCK","FLOODPLAIN","BEDROCK_PERIMETER","PERIMETER","CATCHMENTAREA","WATERAREA","MAXLENGTH","MAXWIDTH","ENTLENGTH","ENTRANCEWIDTH","MEANWAVEHEIGHT","MEANWAVEPERIOD","MAXWAVEHEIGHT","MAXWAVEPERIOD","TIDALRANGE","TIDALTYPE"
"Talbot Bay",1.32362774775424e-05,2.10086577122102e-05,5.46389724287461e-06,0.000709020792777558,1.52238586849869e-31,"WA",-16.211,123.866,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.71,1024,283.24,28.38,17.87,NA,1.54,0.103,3.362,1.2,6.2,8.7,"Semi Diurnal"
"Tallebudgera Creek",1.37970153855685e-05,2.15613412243698e-05,6.03268954676733e-06,0.000425251751140471,0.0274806510833405,"QLD",-28.095,153.462,"modified","tide dominated","TIDAL FLAT/CREEK",NA,0.1312,NA,0.10534,0.2338,0.18276,NA,0.04027,NA,NA,0.75747,NA,0.02538,0.48912,30.36,97,1.17,8.34,0.44,0.87,0.13,0.967,6.668,2.6,10.8,1.2,"Semi Diurnal"
"Tallow Creek",3.716573604155e-05,5.42900324126043e-05,2.00414396704956e-05,3.17212910499443e-05,0.107486043005223,"NSW",-28.668,153.622,"modified","wave dominated","STRANDPLAIN",NA,NA,NA,NA,0.40057,0.01258,0.05386,NA,NA,NA,0.09284,NA,NA,NA,3.93,NA,0.11,1.55,0.15,NA,0.046,NA,NA,NA,NA,NA,""
"Tamar River",1.7506874927226e-05,2.56562958630975e-05,9.35745399135444e-06,1.99564792163478e-05,4.40001196881573e-16,"TAS",-41.069,146.776,"extensively modified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,21.23391,NA,7.42997,NA,0.29425,NA,75.15767,NA,NA,0.60395,193.97,11392,91.71,68.84,3.51,NA,2.87,1.12,5.021,5.5,9.5,2.4,"Semi Diurnal"
"Tamboon Inlet",1.56370326958554e-05,2.89535378518522e-05,2.32052753985856e-06,0.0194315971963515,0.287091417569213,"VIC",-37.779,149.148,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.30325,5.74239,0.40109,0.01528,0.38371,NA,1.66415,0.08147,NA,NA,0.97658,NA,NA,0.07341,36.63,1216,8.06,13.99,2.44,1.39,0.12,1.167,6.407,4.4,12.4,1.1,"Diurnal"
"Taylor Inlet",2.60647713173703e-05,4.01768902793207e-05,1.19526523554198e-05,0.000251955615868931,7.32876586808706e-18,"WA",-34.999,118.063,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.79676,0.42209,NA,0.01662,0.00138,NA,NA,NA,0.01836,NA,0.00415,NA,NA,NA,5.56,NA,0.48,1.49,1.19,0.31,0.067,NA,NA,NA,NA,NA,""
"Templestowe Lagoon",1.24356350123427e-05,2.5782733200341e-05,-9.11463175655748e-07,0.0634350411208122,1.44667621611627e-10,"TAS",-41.727,148.279,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.07032,0.50103,0.06236,0.03454,0.16866,NA,0.26339,NA,NA,NA,0.04969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Termeil Lake",1.84764748337506e-05,2.74253383276618e-05,9.52761133983926e-06,4.09354804249205e-05,1.018041464014e-06,"NSW",-35.462,150.395,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",0.04461,0.35115,0.13238,0.05896,0.04778,NA,0.25146,NA,0.00802,NA,0.11481,NA,NA,NA,8.29,NA,0.57,2.81,0.64,0.74,0.025,NA,NA,NA,NA,NA,""
"Terrigal Lagoon",-5.35820710534011e-06,2.99681664325773e-06,-1.37132308539379e-05,0.200546056281389,2.41442428276531e-11,"NSW",-33.444,151.443,"modified","wave dominated","OTHER",0.12212,0.22919,NA,0.0085,0.07781,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.68,NA,0.24,1.76,0.26,0.54,0.034,NA,NA,NA,NA,NA,""
"The Narrows",-1.2306372504299e-06,4.60422456136759e-06,-7.0654990622274e-06,0.673348518711326,7.7077241404775e-23,"QLD",-23.748,151.166,"largely unmodified","tide dominated","OTHER",NA,NA,NA,NA,5.65776,30.51986,17.09728,0.23719,NA,NA,32.42945,NA,NA,4.07969,173.06,2668,40.25,27.99,2.22,NA,2.93,0.827,5.933,3.2,9.3,3.3,"Semi Diurnal"
"Thirsty Lagoon",1.20721962411079e-05,2.68707043496336e-05,-2.7263118674179e-06,0.104497242713736,8.30457067496737e-05,"TAS",-40.39,148.438,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Thirsty Sound",7.79605599526547e-06,1.42465382786997e-05,1.34557371183123e-06,0.0160945533171375,0.0324209472497876,"QLD",-22.272,149.904,"largely unmodified","tide dominated","OTHER",NA,NA,NA,NA,8.88521,55.15509,18.5387,NA,0.9029,NA,63.83282,20.12685,NA,12.6596,185.12,311,63.19,23.17,NA,NA,7.5,0.544,5.779,2.2,9.8,5.4,"Semi Diurnal"
"Thurburn Creek",2.98041440419296e-06,1.18447172465671e-05,-5.88388843818121e-06,0.501719525736421,0.60869429294969,"WA",-14.581,127.956,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,1.7961,3.76781,6.4534,0.62476,NA,NA,3.48727,NA,0.34642,0.01488,19.18,547,1.35,6.76,NA,NA,1.12,0.483,3.938,4.4,8.8,4.9,"Semi Diurnal"
"Thurra River",1.23643259269096e-05,8.02496375403051e-05,-5.55209856864859e-05,0.716343822335145,1.17837211862672e-05,"VIC",-37.784,149.311,"near pristine","wave dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.04,NA,0.28,5.5,0.12,NA,0.12,NA,NA,NA,NA,NA,""
"Tilba Tilba Lake",4.70576788861266e-07,5.63853216544815e-06,-4.69737858772562e-06,0.855548064400224,0.13398452486971,"NSW",-36.339,150.1,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.48394,0.79475,0.18942,0.2176,0.0331,NA,0.04784,NA,0.00875,NA,0.13862,NA,NA,1.8832,7.33,16,1.01,2.53,0.89,0.96,0.053,1.259,6.605,6.1,11.9,1.1,"Semi Diurnal"
"Tomaga River",9.33593633983299e-06,2.01095794298145e-05,-1.43770675014848e-06,0.0835821400285077,0.00356595238666718,"NSW",-35.837,150.185,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",0.15074,NA,0.4281,0.09261,0.2407,0.19049,0.50033,NA,0.2479,NA,0.69287,NA,NA,7.73505,20.19,125,1.21,9.11,0.34,0.62,0.086,1.215,6.578,6.5,11.9,1.1,"Semi Diurnal"
"Tomahawk River",1.94856281432012e-05,5.36076007220407e-05,-1.46363444356384e-05,0.260338225185833,6.25018803055407e-09,"TAS",-40.865,147.761,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.02156,NA,NA,0.16718,0.13343,NA,0.03225,NA,NA,NA,0.17739,NA,NA,NA,4.15,228,0.07,1.96,NA,NA,0.071,1.159,5.286,5.9,9.9,1.6,"Semi Diurnal"
"Tommycut Creek",-1.19526268978534e-05,7.52295941094249e-06,-3.14282132066493e-05,0.223884816536247,5.38719709657657e-06,"NT",-12.28,131.699,"extensively modified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,3.80203,7.2252,20.05899,NA,NA,NA,2.42389,NA,5.61099,NA,11.14,67,0.32,5.03,NA,NA,0.11,0.33,3.216,1.7,6.4,3.7,"Semi Diurnal"
"Topsy Creek",9.72875906396155e-06,1.49782049499879e-05,4.47931317793519e-06,0.000232883935170946,5.50240185679758e-23,"QLD",-15.5,141.482,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.89,794,2.91,20.76,NA,NA,0.32,0.342,3.55,2.8,9.8,2.5,"Diurnal"
"Torbay Inlet",3.37963946631393e-05,5.19845978967935e-05,1.5608191429485e-05,0.000248041917159109,1.2448445998821e-08,"WA",-35.046,117.676,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.25903,2.1098,NA,0.26974,0.03723,NA,0.38033,NA,NA,NA,0.35222,NA,NA,NA,17.24,NA,2.37,6.39,1.08,3.02,0.34,NA,NA,NA,NA,NA,""
"Torradup River",2.91939430191021e-05,5.82214453847506e-05,1.66440653453679e-07,0.0454692524005244,4.06512846429691e-12,"WA",-33.861,121.016,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.09745,0.06193,0.05309,NA,NA,NA,NA,NA,NA,NA,0.31678,NA,NA,0.00352,9.35,NA,0.47,3.78,NA,NA,0.028,NA,NA,NA,NA,NA,""
"Towamba River",-1.78569770839421e-06,6.771677353636e-06,-1.03430727704244e-05,0.67657898880677,0.00325878021529382,"NSW",-37.112,149.913,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.19625,NA,3.42478,0.90409,0.12922,NA,0.24554,0.2425,0.00998,NA,1.45473,NA,NA,0.11202,24.42,1063,1.51,8.67,0.46,1.97,0.16,0.437,6.763,2.4,11.8,1.5,"Semi Diurnal"
"Trepang Bay",1.50379443057825e-06,1.16418353947767e-05,-8.63424653362019e-06,0.766924672164137,1.97631196593015e-21,"NT",-11.16,131.929,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.58,242,82.93,13.12,NA,NA,10.89,0.188,4.92,2.6,8.7,2.5,"Diurnal"
"Trial Bay",7.5837094295724e-06,1.31747388845221e-05,1.99267997462272e-06,0.00703029745490969,2.60410539709014e-12,"NT",-12.992,136.496,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.53,350,7.36,6.93,2.25,NA,0.51,0.243,4.207,1.9,8.2,1.5,"Diurnal"
"Trinity Inlet",1.56232657609442e-05,1.99601198289316e-05,1.12864116929567e-05,1.82333655506138e-12,3.6520744944722e-13,"QLD",-16.905,145.785,"modified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,1.12142,4.40509,24.38988,9.49404,NA,NA,NA,11.67331,NA,NA,NA,80.07,330,13.46,15.01,NA,NA,1.65,0.371,4.8,1.2,12.2,2,"Diurnal"
"Tuggerah Lakes",5.84412029346602e-06,1.25607904846738e-05,-8.72549897741767e-07,0.0825732424184373,0.0237346487864504,"NSW",-33.346,151.502,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",0.03962,69.3183,7.00435,2.96575,1.56442,0.17674,0.13003,NA,0.17234,NA,1.58902,NA,NA,0.09345,102.2,822,82.5,17.87,4.92,1.53,0.1,1.182,6.896,8.6,13.7,1,"Semi Diurnal"
"Tully Inlet",7.43509703763193e-06,1.30956370422705e-05,1.77455703299333e-06,0.00877078196069429,1.54383598985244e-32,"QLD",-16.675,138.16,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28,4362,1.31,6.48,NA,NA,0.44,0.058,3.741,0.7,10.2,3,"Diurnal"
"Tully River",-3.79112293317604e-06,5.00040294404671e-06,-1.25826488103988e-05,0.389141265953156,2.12406226289956e-12,"QLD",-18.033,146.054,"modified","river dominated","WAVE-DOMINATED DELTA",0.06333,NA,NA,1.96953,0.82349,8.02953,1.42564,0.56228,NA,NA,1.10452,NA,NA,4.69501,35.58,1441,1.83,15.05,NA,NA,0.28,0.794,6.04,2.8,13.5,2.1,"Semi Diurnal"
"Turner River",2.73353466721938e-05,3.95309270454104e-05,1.51397662989773e-05,9.58451243869003e-06,0.145811085631045,"WA",-20.35,118.405,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,1.18812,2.22029,5.55477,0.17128,NA,NA,2.82157,NA,NA,0.79942,10.45,4555,0.87,2.51,NA,NA,1.11,0.374,3.867,1.2,8.3,5.8,"Semi Diurnal"
"Tuross Lake",7.34081703814712e-07,5.98176087209869e-06,-4.51359746446927e-06,0.779723523710977,0.358643065139888,"NSW",-36.067,150.132,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.53911,5.62781,17.69419,1.74876,0.55731,0.27517,0.93264,0.89186,0.02811,NA,5.34083,NA,NA,0.69856,93.66,1811,12.95,22.02,0.67,1.62,0.14,1.359,6.664,6.7,11.8,1.1,"Semi Diurnal"
"Tweed River",1.6404088887118e-05,2.30260252781884e-05,9.78215249604751e-06,1.01885171306804e-06,3.15461161148212e-05,"NSW",-28.17,153.556,"modified","wave dominated","WAVE-DOMINATED ESTUARY",5.82825,4.86588,1.39561,0.68325,1.21094,4.37165,0.18818,0.58434,NA,NA,9.17306,NA,NA,0.24281,90.31,1126,9.228,36.51,0.54,NA,0.2,1.296,6.726,4.5,12.1,1.2,"Semi Diurnal"
"Twofold Bay / Eden",1.82482957250937e-05,2.93990701290902e-05,7.09752132109721e-06,0.00111923067634184,7.36628370565072e-12,"NSW",-37.078,149.947,"modified","tide dominated","OTHER",1.24387,0.53852,4.17022,1.33063,0.35338,0.02259,0.30641,0.2425,0.4874,NA,34.45343,NA,NA,0.2634,31.5,NA,29.96,7.36,5.11,NA,5.11,NA,NA,NA,NA,NA,""
"Ulladulla Harbour/Millards Creek",3.16544435084893e-05,4.10493076237882e-05,2.22595793931905e-05,3.42606773755349e-11,9.93366759135853e-36,"NSW",-35.357,150.485,"extensively modified","wave dominated","OTHER",NA,NA,NA,NA,0.02968,NA,NA,NA,0.11479,NA,0.56358,NA,NA,0.94464,6.13,NA,0.51,1.82,0.83,0.84,0.64,NA,NA,NA,NA,NA,""
"Vasse-Wonnerup Estuary",1.91884075373924e-05,3.05735941840334e-05,7.80322089075132e-06,0.000810903095060277,2.35917940214826e-18,"WA",-33.619,115.414,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",8.05042,7.49539,1.11435,0.00605,NA,NA,1.12473,0.02266,NA,NA,1.32437,NA,NA,4.91275,37.49,725,8.29,5.76,1.28,2.6,0.2,0.621,4.08,4.3,10.1,0.5,"Diurnal"
"Victor Creek",6.30962543327845e-06,1.56978616587325e-05,-3.07861079217559e-06,0.179772082925074,0.0718185373616196,"QLD",-20.886,148.935,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,2.60354,2.97506,1.14697,NA,NA,NA,0.58553,NA,NA,NA,9.92,42,0.75,3.55,1,NA,0.61,0.17,5.084,1.2,9.5,3.8,"Semi Diurnal"
"Victoria Creek",-8.61404769366515e-06,-2.37892015456388e-06,-1.48491752327664e-05,0.00600079659288241,4.88849131220102e-05,"QLD",-18.619,146.338,"modified","river dominated","WAVE-DOMINATED DELTA",1.22628,NA,NA,6.39543,NA,17.0395,NA,1.91741,NA,NA,3.55461,NA,NA,NA,29.82,78,4.14,12.8,1.04,NA,0.77,1.125,6.038,4,12.5,2.2,"Semi Diurnal"
"Victoria River",8.28575889685537e-06,1.2823419421916e-05,3.74809837179472e-06,0.000293714151895262,2.80786573962543e-23,"NT",-14.883,129.5,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,5.83134,198.90095,522.03361,78.23624,NA,NA,566.77191,7.34043,55.24793,62.11071,491.2,81216,637.84,129.35,NA,NA,23.82,0.213,3.384,1.7,9,5.3,"Semi Diurnal"
"Wagonga Inlet",2.04615801679924e-05,2.79836212968853e-05,1.29395390390994e-05,7.15769434404162e-08,5.66674683044903e-06,"NSW",-36.214,150.132,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.13062,4.17188,1.22045,1.54613,0.42762,0.06338,0.01459,NA,0.0576,NA,0.53121,NA,NA,0.11258,39.27,144,5.65,9.75,1.98,2.81,0.1,1.384,6.655,6.6,11.7,1.1,"Semi Diurnal"
"Walcott Inlet",3.2960071339673e-06,9.60929814315128e-06,-3.01728387521669e-06,0.296860702134152,5.36100822336163e-09,"WA",-16.343,124.394,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.58,12732,256.92,65.86,9.25,9.46,0.87,0.188,2.785,1.5,7.1,10.5,"Semi Diurnal"
"Walker River",3.12821447797172e-06,8.17636249677533e-06,-1.91993354083189e-06,0.215650720884066,3.96504624718415e-09,"NT",-13.59,135.837,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,2232,2.85,22.59,NA,NA,0.47,0.29,3.048,1,6.6,1.8,"Diurnal"
"Wallaga Lake",1.34912397644807e-06,6.87211302198187e-06,-4.17386506908574e-06,0.625299515191067,1.55000051587268e-05,"NSW",-36.365,150.079,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.53982,7.50976,2.0683,1.76145,0.01965,NA,NA,NA,0.22554,NA,0.45843,NA,NA,0.04287,60.97,291,7.91,10.1,3.22,1.83,0.15,1.259,6.605,6.1,11.9,1.1,"Semi Diurnal"
"Wallagoot Lake",2.59557467607091e-05,3.40633608635178e-05,1.78481326579004e-05,2.84962422843881e-10,3.57986709858061e-10,"NSW",-36.795,149.959,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.83244,3.10318,0.78572,0.81916,0.18359,NA,NA,NA,0.01679,NA,0.26742,NA,NA,0.08558,11.49,45,3.59,3.3,1.96,1.29,0.12,1.18,6.417,5.5,11.5,1.3,"Semi Diurnal"
"Wallis Lake",1.00173811781619e-05,1.45696470836868e-05,5.46511527263703e-06,1.33423110805104e-05,6.36172784048223e-10,"NSW",-32.174,152.51,"modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,74.81486,8.24706,2.48853,1.30162,NA,5.25107,2.78205,0.0822,NA,5.97643,NA,NA,14.85353,227.88,1349,93.822,40.89,10.46,3.05,0.13,1.518,7.051,8.2,13.6,1.2,"Semi Diurnal"
"Walpole/Nornalup Inlet",2.62752024704605e-05,3.84092023065892e-05,1.41412026343317e-05,1.84523598381004e-05,2.11072078617171e-13,"WA",-35.03,116.739,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.37468,10.04828,3.65174,1.21981,0.20532,NA,0.25626,NA,NA,NA,1.26084,NA,NA,0.04023,53.71,5632,15.09,14.31,3.34,1.38,0.29,2.315,8.42,10.3,13.7,0.5,"Diurnal"
"Walter Hall Creek",-3.42466893086196e-06,1.79641766738179e-05,-2.48135145355418e-05,0.749055249966605,0.035045245018973,"QLD",-21.713,149.461,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,0.85999,1.38763,1.04148,2.09183,0.17743,0.11453,NA,0.07142,NA,0.0391,NA,5.07,9,0.23,2.31,NA,NA,0.2,0.57,4.907,2.4,8.2,5,"Semi Diurnal"
"Wamberal Lagoon",1.01450012453879e-05,2.05180530850322e-05,-2.28050594256329e-07,0.0512925979334575,0.000220485302187014,"NSW",-33.431,151.448,"extensively modified","wave dominated","OTHER",0.67823,0.41086,NA,NA,0.07088,NA,0.04268,NA,NA,NA,NA,NA,NA,NA,4.64,NA,0.41,1.91,0.33,0.56,0.054,NA,NA,NA,NA,NA,""
"Wapengo Lagoon",1.19973995587696e-05,1.90376021315961e-05,4.95719698594308e-06,0.000689852055988956,0.0335771377454612,"NSW",-36.635,150.021,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",NA,1.02044,1.81334,1.2867,0.18518,0.32905,0.31372,NA,NA,NA,0.37153,NA,NA,2.70548,18.47,82,2,6.12,1.61,3.43,0.31,1.039,6.319,5.1,11.4,1.1,"Semi Diurnal"
"Waverly Creek",2.34744174256592e-06,7.94962359476383e-06,-3.25474010963198e-06,0.402517666056938,5.08990592741055e-07,"QLD",-22.34,149.669,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,0.26915,19.90898,43.52249,4.23431,NA,NA,8.39537,NA,7.1901,0.05327,50.92,506,15.42,20.72,NA,NA,2.85,0.309,3.501,1.1,9.2,5.9,"Semi Diurnal"
"Waychinicup Inlet",3.26135173862531e-05,5.24419694872316e-05,1.27850652852746e-05,0.00111475941694883,0.0255212189846625,"WA",-34.899,118.33,"modified","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11473,NA,NA,3.10911,2.65,NA,0.12,1.02,NA,NA,0.81,NA,NA,NA,NA,NA,""
"Wearyan River",-4.07436857757876e-06,2.61535975099472e-06,-1.07640969061522e-05,0.223701383110674,3.84958632180211e-21,"NT",-15.911,136.86,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.96,3704,7.56,32.01,NA,NA,0.67,0.004,3.279,0.2,9.2,2.3,"Diurnal"
"Wellstead Estuary",-1.68800000539466e-05,-2.63088426263102e-06,-3.11291158452621e-05,0.0185727591061514,1.47996206412132e-06,"WA",-34.392,119.399,"modified","wave dominated","WAVE-DOMINATED ESTUARY",1.0333,1.72053,NA,0.37599,0.57518,NA,0.98435,NA,NA,NA,1.21671,NA,NA,NA,32.28,1481,3.2,12.86,1.03,0.8,0.11,0.981,8.23,3.5,15.2,0.7,"Diurnal"
"Werri Lagoon",1.6621251996411e-05,2.9425714488168e-05,3.81678950465408e-06,0.00996776073164573,0.35419955003984,"NSW",-34.728,150.839,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.67116,0.19309,NA,0.05174,NA,NA,NA,NA,0.0107,NA,0.0283,NA,NA,0.67735,2.35,NA,0.095,1.29,0.13,NA,0.054,NA,NA,NA,NA,NA,""
"West Hill Creek",1.01405741486519e-05,2.75500752036568e-05,-7.26892690635306e-06,0.245004635204338,0.00224342200425082,"QLD",-21.833,149.458,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,2.23978,4.74433,5.6167,2.22913,0.16256,NA,0.95258,NA,0.0285,NA,32.23,143,2.43,8.07,NA,NA,0.54,0.67,4.869,2.6,7.9,5.4,"Semi Diurnal"
"West Inlet",-2.95651853301925e-05,-6.79300079303976e-06,-5.23373698673451e-05,0.0101398511156805,0.0012481513493741,"TAS",-40.787,145.261,"modified","tide dominated","TIDAL FLAT/CREEK",3.52998,NA,NA,6.70608,1.03052,NA,0.6233,NA,NA,NA,0.6691,NA,NA,NA,10.88,33,2.37,3.89,1.06,NA,0.95,0.854,4.995,4.8,10.5,2.6,"Semi Diurnal"
"Western Port Bay",2.36659150438245e-05,3.61427537420021e-05,1.11890763456468e-05,0.000165402830720075,0.002955631893775,"VIC",-38.429,145.216,"modified","tide dominated","OTHER",NA,NA,4.13857,3.46703,90.57019,15.36289,29.65951,3.69584,5.51959,NA,577.74547,NA,NA,259.39728,197,3652,469.45,38.57,7.16,NA,4.87,1.441,8.323,5.1,14.4,2.3,"Semi Diurnal"
"Wildman River",-6.30599844531502e-06,-7.84911193860789e-07,-1.18270856967693e-05,0.0228796719734714,7.08132880862842e-25,"NT",-12.304,132.076,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.2,2476,4.37,32.31,NA,NA,0.53,0.218,2.945,1.5,6.7,3.4,"Semi Diurnal"
"Willinga Lake",1.05930607905266e-05,2.15897925002478e-05,-4.03670919194531e-07,0.0545673178259382,0.0040268919883669,"NSW",-35.5,150.391,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",0.0897,0.13455,0.01145,0.01307,0.0238,NA,0.31957,NA,0.00854,NA,0.14063,NA,NA,NA,8.38,20,0.35,2.41,0.687,1.97,0.025,1.184,6.631,7,12.2,1.2,"Semi Diurnal"
"Wilson Inlet",2.52892397544535e-05,3.60410885404304e-05,1.45373909684766e-05,4.40389836727854e-06,1.19118967470124e-05,"WA",-35.026,117.333,"modified","wave dominated","WAVE-DOMINATED ESTUARY",2.39566,47.33173,0.81469,1.32508,0.53624,NA,0.31013,NA,0.11353,NA,0.57477,NA,NA,0.03303,54.91,2911,45.23,18.46,4.34,1.5,0.58,2.251,8.57,9.5,13.7,0.6,"Diurnal"
"Wingan Inlet",3.40903253825885e-06,1.71214604672414e-05,-1.03033953907237e-05,0.619248330609047,2.79420984303834e-15,"VIC",-37.749,149.513,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",0.06507,NA,0.11934,0.28279,0.37995,NA,0.73667,NA,0.02322,NA,0.71609,NA,NA,0.00589,22.35,520,1.5,9.68,0.64,0.56,0.12,1.573,6.731,5.6,11.4,1.1,"Diurnal"
"Wollumboola Lake",1.46535492786644e-05,2.14042715924327e-05,7.90282696489615e-06,1.63162029620487e-05,0.00968091814298417,"NSW",-34.94,150.776,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",2.6167,4.93458,0.76852,0.55523,0.31638,0.04439,NA,NA,0.0602,NA,0.21167,NA,NA,NA,19.14,34,5.53,6.6,2.1,0.54,0.27,1.015,6.625,7.5,12.7,1.2,"Semi Diurnal"
"Wonboyn River",1.42299875069307e-05,2.43732083411103e-05,4.08676667275115e-06,0.00518100810581962,0.157218802644192,"NSW",-37.25,149.966,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.2825,0.97631,0.09755,1.07487,0.10481,NA,0.65773,NA,0.02642,NA,1.64798,NA,NA,0.05069,28.83,352,3.27,11.37,1.22,3.55,0.083,1.352,6.683,5.1,12.1,1.3,"Diurnal"
"Woolgoolga Lake",4.19536463883267e-06,1.08627364452661e-05,-2.47200716760081e-06,0.209267883568132,0.713466596643923,"NSW",-30.099,153.198,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",0.03882,0.14976,0.19513,0.04561,0.04968,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,36,0.16,1.33,0.35,0.58,0.047,1.302,7.068,5.9,13.8,1.4,"Semi Diurnal"
"Wooli Wooli River",8.97606306508814e-06,1.92550374285483e-05,-1.30291129837206e-06,0.0815587687544824,0.00261399249690546,"NSW",-29.888,153.268,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",1.82351,NA,NA,NA,0.92834,0.76319,0.84234,0.37498,0.1368,NA,1.18046,NA,NA,0.02539,31.21,192,2.07,13.63,0.3,0.51,0.05,1.397,7.178,6.5,14,1.4,"Semi Diurnal"
"Wreck Creek",-6.7130613691918e-06,4.17646770620824e-06,-1.76025904445918e-05,0.218995661457982,1.27987050609985e-15,"QLD",-18.191,146.01,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.17,20,0.21,3.58,NA,NA,0.36,0.577,5.87,2.2,13.8,2.3,"Semi Diurnal"
"Wurugoij Creek",-5.75856598420685e-06,1.99627970711226e-06,-1.3513411675526e-05,0.138514232096059,5.52420482193425e-14,"NT",-11.905,133.887,"near pristine","wave dominated","STRANDPLAIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.91,367,0.62,5.67,NA,NA,0.28,0.508,3.98,2,10,2.7,"Semi Diurnal"
